catalogNumber,FAMILY,GENUS,SPECIES,SUBSPECIES,aisle,shelving_unit,shelf
ZMH-ANN-P19704,Onuphidae,Diopatra,dentata,,1,8,5
ZMH-ANN-P20315,Onuphidae,Diopatra,dentata,,1,8,5
ZMH-ANN-P20316,Onuphidae,Diopatra,dentata,,1,8,5
ZMH-ANN-P21066,Onuphidae,Diopatra,dentata,,1,8,5
ZMH-ANN-V00898,Onuphidae,Diopatra,drewinensis,,1,8,5
ZMH-ANN-V00900,Onuphidae,Diopatra,drewinensis,,1,8,5
ZMH-ANN-V01705,Onuphidae,Diopatra,drewinensis,,1,8,5
ZMH-ANN-V08675,Onuphidae,Diopatra,drewinensis,,1,8,6
ZMH-ANN-V05049,Onuphidae,Diopatra,gesae,,1,8,6
ZMH-ANN-P13820,Onuphidae,Diopatra,gesae,,1,8,6
ZMH-ANN-P22019,Onuphidae,Diopatra,gesae,,1,8,6
ZMH-ANN-V00750,Onuphidae,Diopatra,hupferiana,,1,8,6
ZMH-ANN-V00911,Onuphidae,Diopatra,hupferiana,,1,8,6
ZMH-ANN-V00915,Onuphidae,Diopatra,hupferiana,,1,8,6
ZMH-ANN-V00919,Onuphidae,Diopatra,hupferiana,,1,8,6
ZMH-ANN-V09570,Onuphidae,Diopatra,hupferiana,,1,8,6
ZMH-ANN-V10257,Onuphidae,Diopatra,hupferiana,,1,8,6
ZMH-ANN-P17840,Onuphidae,Diopatra,hupferiana,,1,8,6
ZMH-ANN-V07992,Onuphidae,Diopatra,lilliputiana,,1,8,6
ZMH-ANN-P16650,Onuphidae,Diopatra,maculata,,1,8,6
ZMH-ANN-V08710,Onuphidae,Diopatra,monroi,,1,8,6
ZMH-ANN-V08752,Onuphidae,Diopatra,monroi,,1,8,6
ZMH-ANN-P14284,Onuphidae,Diopatra,monroi,,1,8,6
ZMH-ANN-V00732,Onuphidae,Diopatra,monroviensis,,1,8,6
ZMH-ANN-V00734,Onuphidae,Diopatra,monroviensis,,1,8,6
ZMH-ANN-V00736,Onuphidae,Diopatra,monroviensis,,1,8,6
ZMH-ANN-V00737,Onuphidae,Diopatra,monroviensis,,1,8,6
ZMH-ANN-V00909,Onuphidae,Diopatra,monroviensis,,1,8,6
ZMH-ANN-V00910,Onuphidae,Diopatra,monroviensis,,1,8,6
ZMH-ANN-V00907,Onuphidae,Diopatra,musseraensis,,1,8,6
ZMH-ANN-V00726,Onuphidae,Diopatra,neapolitana,,1,8,6
ZMH-ANN-V00727,Onuphidae,Diopatra,neapolitana,,1,8,6
ZMH-ANN-PE0776,Onuphidae,Diopatra,neapolitana,,1,8,6
ZMH-ANN-V10722,Onuphidae,Diopatra,neapolitana,,1,8,6
ZMH-ANN-V12628,Onuphidae,Diopatra,neapolitana,,1,8,6
ZMH-ANN-P13819,Onuphidae,Diopatra,neapolitana,,1,8,6
ZMH-ANN-P17424,Onuphidae,Diopatra,neapolitana,,1,8,6
ZMH-ANN-P17746,Onuphidae,Diopatra,neapolitana,,1,8,6
ZMH-ANN-P17748,Onuphidae,Diopatra,neapolitana,,1,8,6
ZMH-ANN-P17784,Onuphidae,Diopatra,neapolitana,,1,8,6
ZMH-ANN-V05243,Onuphidae,Diopatra,obliqua,,1,8,6
ZMH-ANN-V05244,Onuphidae,Diopatra,obliqua,,1,8,6
ZMH-ANN-V05245,Onuphidae,Diopatra,obliqua,,1,8,6
ZMH-ANN-V05809,Onuphidae,Diopatra,obliqua,,1,8,6
ZMH-ANN-V06743,Onuphidae,Diopatra,rhizophorae,,1,8,6
ZMH-ANN-V01909,Onuphidae,Diopatra,,,1,8,6
ZMH-ANN-V01910,Onuphidae,Diopatra,,,1,8,6
ZMH-ANN-V01911,Onuphidae,Diopatra,,,1,8,6
ZMH-ANN-V01930,Onuphidae,Diopatra,,,1,2,1
ZMH-ANN-V05906,Onuphidae,Diopatra,,,1,8,6
ZMH-ANN-V05910,Onuphidae,Diopatra,,,1,8,6
ZMH-ANN-V06227,Onuphidae,Diopatra,,,1,8,6
ZMH-ANN-V07224,Onuphidae,Diopatra,,,1,8,6
ZMH-ANN-V08934,Onuphidae,Diopatra,,,1,8,6
ZMH-ANN-V12194,Onuphidae,Diopatra,,,1,8,7
ZMH-ANN-V12854,Onuphidae,Diopatra,,,1,8,6
ZMH-ANN-P22020,Onuphidae,Diopatra,,,1,8,6
ZMH-ANN-P19068,Onuphidae,Heptaceras,hyllebergi,,1,8,6
ZMH-ANN-V09834,Onuphidae,Heptaceras,phyllocirra,,1,8,6
ZMH-ANN-P15410,Onuphidae,Hirsutonuphis,mariahirsuta,,1,8,6
ZMH-ANN-P15411,Onuphidae,Hirsutonuphis,mariahirsuta,,1,8,6
ZMH-ANN-PE0738,Onuphidae,Hyalinoecia,artifex,,1,8,6
ZMH-ANN-PE0742,Onuphidae,Hyalinoecia,artifex,,1,8,6
ZMH-ANN-P17874,Onuphidae,Hyalinoecia,artifex,,1,8,6
ZMH-ANN-V00755,Onuphidae,Hyalinoecia,camiguina,,1,8,8
ZMH-ANN-P17763,Onuphidae,Hyalinoecia,robusta,,1,8,8
ZMH-ANN-P17765,Onuphidae,Hyalinoecia,robusta,,1,8,8
ZMH-ANN-P17767,Onuphidae,Hyalinoecia,robusta,,1,8,8
ZMH-ANN-P17834,Onuphidae,Hyalinoecia,robusta,,1,8,8
ZMH-ANN-PE0746,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-PE0747,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-PE0749,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-PE0750,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-PE0751,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-PE0752,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-PE0753,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-PE0754,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-PE0755,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-PE0756,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-V00756,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-V00757,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-V00758,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-V00759,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-V00760,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-V03534,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-V05389,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-V06748,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-V09450,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-V09790,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-V10574,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-V12841,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-V13018,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P13119,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P13139,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P13719,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P13728,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P13733,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P15247,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P15419,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P17201,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P17322,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P17323,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P17324,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P17325,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P17326,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P17327,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P17328,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P17378,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P17379,Onuphidae,Hyalinoecia,tubicola,,1,8,8
ZMH-ANN-P17675,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17676,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17678,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17749,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17762,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17764,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17766,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17768,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17785,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17786,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17850,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17852,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17853,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17854,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17869,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17872,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17873,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17891,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17900,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17901,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P17902,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P18011,Onuphidae,Hyalinoecia,tubicola,,1,9,1
ZMH-ANN-P18025,Onuphidae,Hyalinoecia,tubicola,,1,9,2
ZMH-ANN-P18026,Onuphidae,Hyalinoecia,tubicola,,1,9,2
ZMH-ANN-P18032,Onuphidae,Hyalinoecia,tubicola,,1,9,2
ZMH-ANN-P18036,Onuphidae,Hyalinoecia,tubicola,,1,9,2
ZMH-ANN-P24445,Onuphidae,Hyalinoecia,tubicola,,1,9,2
ZMH-ANN-P24458,Onuphidae,Hyalinoecia,tubicola,,1,9,2
ZMH-ANN-V00761,Onuphidae,Hyalinoecia,,,1,9,2
ZMH-ANN-V02956,Onuphidae,Hyalinoecia,,,1,9,2
ZMH-ANN-V05087,Onuphidae,Hyalinoecia,,,1,9,2
ZMH-ANN-030710,Onuphidae,Hyalinoecia,,,1,9,2
ZMH-ANN-PE0768,Onuphidae,Kinbergonuphis,dorsalis,,1,9,2
ZMH-ANN-V01216,Onuphidae,Kinbergonuphis,dorsalis,,1,9,2
ZMH-ANN-V04806,Onuphidae,Kinbergonuphis,dorsalis,,1,9,2
ZMH-ANN-V04807,Onuphidae,Kinbergonuphis,dorsalis,,1,9,2
ZMH-ANN-V04808,Onuphidae,Kinbergonuphis,dorsalis,,1,9,2
ZMH-ANN-V10227,Onuphidae,Kinbergonuphis,dorsalis,,1,9,2
ZMH-ANN-P14292,Onuphidae,Kinbergonuphis,dorsalis,,1,9,2
ZMH-ANN-P18496,Onuphidae,Kinbergonuphis,dorsalis,,1,9,2
ZMH-ANN-P14288,Onuphidae,Kinbergonuphis,heterouncinata,,1,9,2
ZMH-ANN-P14289,Onuphidae,Kinbergonuphis,heterouncinata,,1,9,2
ZMH-ANN-P14293,Onuphidae,Kinbergonuphis,lineata,,1,9,2
ZMH-ANN-P14294,Onuphidae,Kinbergonuphis,lineata,,1,9,2
ZMH-ANN-P15270,Onuphidae,Kinbergonuphis,multidentata,,1,9,2
ZMH-ANN-V11779,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P18826,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P18827,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P21825,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P21826,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P21827,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P21828,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P21829,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P21830,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P21831,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P21832,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P21833,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P21834,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P23965,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P23966,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P23967,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P23968,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P25680,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P25680-A,Onuphidae,Kinbergonuphis,notialis,,1,9,2
ZMH-ANN-P25681,Onuphidae,Kinbergonuphis,sp. 1,,1,9,3
ZMH-ANN-P15409,Onuphidae,Kinbergonuphis,taeniata,,1,9,3
ZMH-ANN-V11170,Onuphidae,Kinbergonuphis,tenuis,,1,9,3
ZMH-ANN-P13630,Onuphidae,Leptoecia,apalpata,,1,9,3
ZMH-ANN-P26098,Onuphidae,Leptoecia,vivipara,,1,9,3
ZMH-ANN-P26099,Onuphidae,Leptoecia,vivipara,,1,9,3
ZMH-ANN-P27572,Onuphidae,Leptoecia,vivipara,,1,9,3
ZMH-ANN-P27573,Onuphidae,Leptoecia,vivipara,,1,9,3
ZMH-ANN-P27571,Onuphidae,Leptoecia,,,1,9,3
ZMH-ANN-P17144,Onuphidae,Mooreonuphis,jonesi,,1,9,3
ZMH-ANN-P26039,Onuphidae,Nothria,abyssia,,1,9,3
ZMH-ANN-P26040,Onuphidae,Nothria,abyssia,,1,9,3
ZMH-ANN-P26041,Onuphidae,Nothria,abyssia,,1,9,3
ZMH-ANN-P26042,Onuphidae,Nothria,abyssia,,1,9,3
ZMH-ANN-P26043,Onuphidae,Nothria,abyssia,,1,9,3
ZMH-ANN-P26044,Onuphidae,Nothria,abyssia,,1,9,3
ZMH-ANN-V00745,Onuphidae,Nothria,africana,,1,9,3
ZMH-ANN-V00746,Onuphidae,Nothria,africana,,1,9,3
ZMH-ANN-V00747,Onuphidae,Nothria,africana,,1,9,3
ZMH-ANN-V00749,Onuphidae,Nothria,africana,,1,9,3
ZMH-ANN-V00916,Onuphidae,Nothria,africana,,1,9,3
ZMH-ANN-V00918,Onuphidae,Nothria,africana,,1,9,3
ZMH-ANN-V00920,Onuphidae,Nothria,africana,,1,9,3
ZMH-ANN-V09449,Onuphidae,Nothria,africana,,1,9,3
ZMH-ANN-V11765,Onuphidae,Nothria,africana,,1,9,3
ZMH-ANN-P17787,Onuphidae,Nothria,atlantica,,1,9,3
ZMH-ANN-PE0740,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-PE0741,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-V00742,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-PE0743,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-V00743,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-V00753,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-V03920,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-V07544,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-V07549,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-V11188,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-P13698,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-P13722,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-P13729,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-P17329,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-P17330,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-P17331,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-P17788,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-P17789,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-P17792,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-P17829,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-P17839,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-P18647,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-030716,Onuphidae,Nothria,conchylega,,1,9,3
ZMH-ANN-V00744,Onuphidae,Nothria,hyperborea,,1,9,3
ZMH-ANN-P13176,Onuphidae,Nothria,hyperborea,,1,9,3
ZMH-ANN-V09462,Onuphidae,Onuphis,aucklandensis,,1,9,3
ZMH-ANN-V09551,Onuphidae,Onuphis,aucklandensis,,1,9,3
ZMH-ANN-V00868,Onuphidae,Onuphis,augeneri,,1,9,4
ZMH-ANN-P27820,Onuphidae,Onuphis,augeneri,,1,9,4
ZMH-ANN-P27821,Onuphidae,Onuphis,augeneri,,1,9,4
ZMH-ANN-P14290,Onuphidae,Onuphis,brevicirris,,1,9,4
ZMH-ANN-P14291,Onuphidae,Onuphis,brevicirris,,1,9,4
ZMH-ANN-V12593,Onuphidae,Onuphis,geophiliformis,,1,9,4
ZMH-ANN-PE0772,Onuphidae,Onuphis,holobranchiata,,1,9,4
ZMH-ANN-PE0773,Onuphidae,Onuphis,holobranchiata,,1,9,4
ZMH-ANN-V07993,Onuphidae,Onuphis,holobranchiata,,1,9,4
ZMH-ANN-P15321,Onuphidae,Onuphis,iridescens,,1,9,4
ZMH-ANN-V00748,Onuphidae,Onuphis,landanaensis,,1,9,4
ZMH-ANN-V00921,Onuphidae,Onuphis,landanaensis,,1,9,4
ZMH-ANN-V08673,Onuphidae,Onuphis,landanaensis,,1,9,4
ZMH-ANN-V08674,Onuphidae,Onuphis,landanaensis,,1,9,4
ZMH-ANN-P27822,Onuphidae,Onuphis,landanaensis,,1,9,4
ZMH-ANN-PE0744,Onuphidae,Onuphis,opalina,,1,9,4
ZMH-ANN-V03360,Onuphidae,Onuphis,pancerii,,1,9,4
ZMH-ANN-V00752,Onuphidae,Onuphis,setosa,,1,9,4
ZMH-ANN-PE0758,Onuphidae,Onuphis,,,1,9,4
ZMH-ANN-P18787,Onuphidae,Onuphis,,,1,9,4
ZMH-ANN-P19905,Onuphidae,Onuphis,,,1,9,4
ZMH-ANN-P18499,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P18825,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P20682,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P20683,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P20684,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P20685,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P21835,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P21836,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P21837,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P21838,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P21839,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P21840,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P21841,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P21842,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P23969,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P23970,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P23971,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P23972,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P25682,Onuphidae,Paradiopatra,antarctica,,1,9,4
ZMH-ANN-P13627,Onuphidae,Paradiopatra,ehlersi,,1,9,4
ZMH-ANN-P13628,Onuphidae,Paradiopatra,ehlersi,,1,9,4
ZMH-ANN-P13629,Onuphidae,Paradiopatra,ehlersi,,1,9,4
ZMH-ANN-P13171,Onuphidae,Paradiopatra,fiordica,,1,9,4
ZMH-ANN-V12267,Onuphidae,Paradiopatra,quadricuspis,,1,9,4
ZMH-ANN-P13154,Onuphidae,Paradiopatra,quadricuspis,,1,9,4
ZMH-ANN-P13177,Onuphidae,Paradiopatra,quadricuspis,,1,9,4
ZMH-ANN-P13193,Onuphidae,Paradiopatra,quadricuspis,,1,9,4
ZMH-ANN-P13265,Onuphidae,Paradiopatra,quadricuspis,,1,9,4
ZMH-ANN-P13268,Onuphidae,Paradiopatra,quadricuspis,,1,9,4
ZMH-ANN-P13269,Onuphidae,Paradiopatra,quadricuspis,,1,9,5
ZMH-ANN-P13270,Onuphidae,Paradiopatra,quadricuspis,,1,9,5
ZMH-ANN-P13272,Onuphidae,Paradiopatra,quadricuspis,,1,9,5
ZMH-ANN-P13339,Onuphidae,Paradiopatra,quadricuspis,,1,9,5
ZMH-ANN-P13414,Onuphidae,Paradiopatra,quadricuspis,,1,9,5
ZMH-ANN-P13479,Onuphidae,Paradiopatra,quadricuspis,,1,9,5
ZMH-ANN-P17425,Onuphidae,Paradiopatra,quadricuspis,,1,9,5
ZMH-ANN-P17426,Onuphidae,Paradiopatra,quadricuspis,,1,9,5
ZMH-ANN-P17673,Onuphidae,Paradiopatra,quadricuspis,,1,9,5
ZMH-ANN-P17790,Onuphidae,Paradiopatra,quadricuspis,,1,9,5
ZMH-ANN-P17791,Onuphidae,Paradiopatra,quadricuspis,,1,9,5
ZMH-ANN-PE0760,Onuphidae,Rhamphobrachium,agassizi,,1,9,5
ZMH-ANN-V03245,Onuphidae,Rhamphobrachium,agassizi,,1,9,5
ZMH-ANN-V10285,Onuphidae,Rhamphobrachium,agassizi,,1,9,5
ZMH-ANN-PE0759,Onuphidae,Rhamphobrachium,chuni,,1,9,5
ZMH-ANN-P17283,Onuphidae,Rhamphobrachium (Spinigerium),brevibrachiatum,,1,9,5
ZMH-ANN-P17332,Onuphidae,Rhamphobrachium (Spinigerium),brevibrachiatum,,1,9,5
ZMH-ANN-P17333,Onuphidae,Rhamphobrachium (Spinigerium),brevibrachiatum,,1,9,5
ZMH-ANN-P17334,Onuphidae,Rhamphobrachium (Spinigerium),brevibrachiatum,,1,9,5
ZMH-ANN-P17674,Onuphidae,Rhamphobrachium (Spinigerium),brevibrachiatum,,1,9,5
ZMH-ANN-P18828,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P18829,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P20686,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P20927,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P20928,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P21843,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P21844,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P21845,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P21846,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P21847,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P21848,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P21849,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P21850,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P21851,Onuphidae,Rhamphobrachium (Spinigerium),ehlersi,,1,9,5
ZMH-ANN-P29374,Onuphidae,,,,1,9,5
ZMH-ANN-P29375,Onuphidae,,,,1,9,5
ZMH-ANN-P29376,Onuphidae,,,,1,9,5
ZMH-ANN-P29657,Onuphidae,,,,1,9,5
ZMH-ANN-P29658,Onuphidae,,,,1,9,5
ZMH-ANN-P29659,Onuphidae,,,,1,9,5
ZMH-ANN-P29803,Onuphidae,,,,1,9,5
ZMH-ANN-P30178,Onuphidae,,,,1,9,5
ZMH-ANN-P30194,Onuphidae,,,,1,9,5
ZMH-ANN-P30211,Onuphidae,,,,1,9,5
ZMH-ANN-P30302,Onuphidae,,,,1,9,5
ZMH-ANN-P30323,Onuphidae,,,,1,9,5
ZMH-ANN-V00597,ACOETIDAE,Acoetes,bicolor,,1,9,5
ZMH-ANN-V00598,ACOETIDAE,Acoetes,bicolor,,1,9,5
ZMH-ANN-V00599,ACOETIDAE,Acoetes,bicolor,,1,9,5
ZMH-ANN-V00600,ACOETIDAE,Acoetes,bicolor,,1,9,5
ZMH-ANN-PE0192,ACOETIDAE,Acoetes,melanonota,,1,9,5
ZMH-ANN-PE0193,ACOETIDAE,Acoetes,melanonota,,1,9,5
ZMH-ANN-P17718,ACOETIDAE,Eupanthalis,kinbergi,,1,9,5
ZMH-ANN-P17719,ACOETIDAE,Eupanthalis,kinbergi,,1,9,5
ZMH-ANN-V00596,ACOETIDAE,Eupompe,aurorea,,1,9,5
ZMH-ANN-P17720,ACOETIDAE,Panthalis,oerstedi,,1,9,5
ZMH-ANN-P17721,ACOETIDAE,Panthalis,oerstedi,,1,9,5
ZMH-ANN-V06709,ACOETIDAE,Panthalis,,,1,9,5
ZMH-ANN-V03363,ACOETIDAE,Polyodontes,maxillosus,,1,9,5
ZMH-ANN-P18641,ACOETIDAE,Polyodontes,maxillosus,,1,9,5
ZMH-ANN-P26217,ACOETIDAE,,,,1,9,5
ZMH-ANN-P26218,ACOETIDAE,,,,1,9,5
ZMH-ANN-PE0060,APHRODITIDAE,Aphrodita,aculeata,,1,9,5
ZMH-ANN-PE0061,APHRODITIDAE,Aphrodita,aculeata,,1,9,5
ZMH-ANN-PE0063,APHRODITIDAE,Aphrodita,aculeata,,1,9,5
ZMH-ANN-PE0066,APHRODITIDAE,Aphrodita,aculeata,,1,9,5
ZMH-ANN-PE0066-B,APHRODITIDAE,Aphrodita,aculeata,,1,9,5
ZMH-ANN-V00485,APHRODITIDAE,Aphrodita,aculeata,,1,9,5
ZMH-ANN-V00486,APHRODITIDAE,Aphrodita,aculeata,,1,9,5
ZMH-ANN-V00487,APHRODITIDAE,Aphrodita,aculeata,,1,9,5
ZMH-ANN-V00488,APHRODITIDAE,Aphrodita,aculeata,,1,9,5
ZMH-ANN-V00489,APHRODITIDAE,Aphrodita,aculeata,,1,9,5
ZMH-ANN-V03913,APHRODITIDAE,Aphrodita,aculeata,,1,9,5
